AR8HBP61187B9A954F <sep> Funeral Diner <sep> 0.459487 <sep> Half Moon Bay, CA, US
AR7VVLB1187FB51A4E <sep> I Would Set Myself on Fire for You <sep> 0.431285 <sep> Atlanta, GA, US
ARFXJ581187B9A6FF5 <sep> Ampere <sep> 0.453367 <sep> Amherst, MA, US
AROTZQF1187B9B6BD8 <sep> Fall River <sep> 0.33007 <sep> Pennsylvania, US
ARCSGYN1187B9A287F <sep> Neil Perry <sep> 0.423979 <sep> West Palm Beach, FL, US
ARG184Y1187B98B887 <sep> Heroin <sep> 0.347586 <sep> San Diego, CA, US
ARJQXOC1187FB450EA <sep> Balboa <sep> 0.47235 <sep> Philadelphia, PA, US
ARNGCDN1187FB58E09 <sep> Belle Epoque <sep> 0.451771 <sep> Paris, Ile-de-France, FR
ARB60FT1187B9A2253 <sep> Zodiak <sep> 0.402302 <sep> Philadelphia, PA, US
ARY8N851187B9AB785 <sep> Wow, Owls! <sep> 0.316726 <sep> Richmond,Virginia,United States
AR2O3RM1187B9996D9 <sep> Anasarca <sep> 0.35167 <sep> Baltimore, MD, US
ARB5YI61187B99754D <sep> Still Life <sep> 0.44997 <sep> Michigan, US
ARK30AI1187FB3C777 <sep> Dive <sep> 0.474766 <sep> Brooklyn, New York, NY, US
AR2VRO61187B98C752 <sep> amGod <sep> 0.357626 <sep> Munich, Bavaria, DE
ART9VG01187FB4E4C9 <sep> Signal Aout 42 <sep> 0.395234 <sep> Belgium
ARPGXVO1187B99C241 <sep> Noisex <sep> 0.322955 <sep> Germany
ARI0ZFD1187B996D86 <sep> Empusae <sep> 0.378393 <sep> Ghent, Oost-Vlaanderen, BE
AR1ZBTG1187FB47E2F <sep> Armageddon Dildos <sep> 0.387398 <sep> Dusseldorf, North Rhine-Westphalia, DE
AR1XAX31187FB453EA <sep> Ah Cama-Sotz <sep> 0.433288 <sep> Antwerp, Antwerp, BE
ARDN91R1187FB45469 <sep> Converter <sep> 0.382257 <sep> Seattle, WA, US
ARZ5ML91187B99F1F1 <sep> Catwalk <sep> 0.399181 <sep> California, US
AR8OX191187B9914CB <sep> yelworC <sep> 0.390164 <sep> Germany
ARAEPBU1187B98E7D2 <sep> This Morn' Omina <sep> 0.392457 <sep> Belgium
ARK2HUJ11C8A4164B7 <sep> Pygmy Lush <sep> 0.422997 <sep> Sterling, VA, US
ARES6CY1187B9A55D2 <sep> Das Oath <sep> 0.389449 <sep> New York, NY, US
AR69UI61187FB59982 <sep> Daniel Striped Tiger <sep> 0.421704 <sep> Boston, MA, US
ARMXBIL1187B9A8F3B <sep> Usurp Synapse <sep> 0.348938 <sep> United States
ART0A801187B9974C3 <sep> Off Minor <sep> 0.357997 <sep> New York,New York,United States
ARGBP0M1187FB37683 <sep> Comadre <sep> 0.466659 <sep> Redwood City, CA, US
ARSS7FA1187B99DE4B <sep> Yaphet Kotto <sep> 0.372632 <sep> New York, NY, US
ARA8DZK1187FB36D94 <sep> Trainwreck <sep> 0.418421 <sep> Los Angeles, CA, US
ARNKYXT12086C16E53 <sep> Luv <sep> 0.34011 <sep> South Korea
AR9L0U91187FB39517 <sep> Kite Flying Society <sep> 0.376757 <sep> United States
AR89SV91187B9A78E8 <sep> Bob Tilton <sep> 0.315316 <sep> Arlington Heights, IL, US
ARF68GX1187B992EA4 <sep> Shotmaker <sep> 0.356693 <sep> Belleville, IL, US
ARHIH8A1187B989FCD <sep> Evergreen <sep> 0.344378 <sep> Kochi, Kerala, IN
ARF3Y7Q1187B99CBEF <sep> Antioch Arrow <sep> 0.390033 <sep> San Diego, CA, US
AR157ZM1187B990B91 <sep> Swing Kids <sep> 0.421736 <sep> San Diego, CA, US
ARSLA3K1187FB4E96D <sep> Shaila Dúrcal <sep> 0.451102 <sep> Madrid, Madrid, ES
ARFTMW71187B98E9E4 <sep> Knapsack <sep> 0.427345 <sep> California, US
ARLNDSY1269FCD50D5 <sep> Falsa Alarma <sep> 0.461105 <sep> Bogota, Distrito Especial, CO
AR8UI0L1187B98AFF3 <sep> Rocca <sep> 0.389915 <sep> Bogota, Distrito Especial, CO
ARRG7RX1187B99DCE8 <sep> Kate Miller-Heidke <sep> 0.435294 <sep> Brisbane, Queensland, AU
AR1IHK01187B9B42D4 <sep> Gorgeous <sep> 0.380844 <sep> Los Angeles, CA, US
ARXAARX1271F57691E <sep> The Mills <sep> 0.452797 <sep> Bogota, Distrito Especial, CO
ARZHZVV1187FB54218 <sep> Bonka <sep> 0.397893 <sep> Bogota,Colombia
ARTLPXA12AF7D90D99 <sep> El Sie7e <sep> 0.378946 <sep> Bogota, Distrito Especial, CO
ARCPHOM12AA0D8950D <sep> El Sin Sentido <sep> 0.353893 <sep> Bogota, Distrito Especial, CO
ARJUJQF1250941279A <sep> Rey Gordiflón <sep> 0.363014 <sep> Medellin, Antioquia, CO
ARKBXIQ1187B992F87 <sep> DJ Ogi <sep> 0.342489 <sep> Rijeka,Montenegro
ARZ11HJ1187B9AC45B <sep> Oscar Mulero <sep> 0.368383 <sep> Spain
ARI1OCV1187B9B2D2D <sep> Ade Fenton <sep> 0.361583 <sep> United Kingdom
ARQW78I1187B9979B1 <sep> Basic Implant <sep> 0.331346 <sep> Germany
ARS8WMP1187B9966BC <sep> Gaetano Parisio <sep> 0.304176 <sep> Naples, Campania, IT
ARJ06VX1187B9B5727 <sep> William Byrd <sep> 0.369754 <sep> San Antonio, TX, US
AR3DW931187FB454D5 <sep> Technohead <sep> 0.345064 <sep> England, GB
ARM5KN91187B9B2B4D <sep> Red 5 <sep> 0.306675 <sep> Las Vegas, NV, US
ARJOVMM11E2835DF62 <sep> Felipe Pelaez <sep> 0.466011 <sep> Valledupar, Cesar, CO
ARUJABI1187B9B9E26 <sep> Los Chiches Vallenatos <sep> 0.374057 <sep> Colombia
AR9LGUR1187B98BB8C <sep> Gusi & Beto <sep> 0.426847 <sep> Bogota, Distrito Especial, CO
AROB4G11187B99FCDB <sep> Ayana <sep> 0.360595 <sep> San Francisco, CA, US
AR6W38M1187FB3F03E <sep> Justine Suissa <sep> 0.405312 <sep> England, GB
ARVYP461187B9B732C <sep> JPL <sep> 0.371093 <sep> North London, London, Ontario, CA
ARGDEPU1187B98C8DF <sep> Karp <sep> 0.417701 <sep> Tumwater, WA, US
ARJ0AXB11C8A414CA0 <sep> Mandisa <sep> 0.480049 <sep> Citrus Heights, CA, US
ARDBEOM1241B9C8566 <sep> Sidewalk Prophets <sep> 0.484695 <sep> Anderson, IN, US
AR9C6581187FB4E6B6 <sep> Mikeschair <sep> 0.421986 <sep> Nashville, TN, US
AR9MJOC1187FB3FE1B <sep> Pocket Full of Rocks <sep> 0.419508 <sep> Texarkana, TX, US
ARIYJXD1187B98C70E <sep> Big Tent Revival <sep> 0.358714 <sep> United States
ARUJZJA1187B9903C3 <sep> Ayiesha Woods <sep> 0.332283 <sep> United States
AR17S7R1187B9962EE <sep> 100 Demons <sep> 0.438712 <sep> Connecticut, US
ARB10MZ1187B99506B <sep> Maximum Penalty <sep> 0.393207 <sep> New York, NY, US
ARLMBXQ1187B98CA04 <sep> Brutal Juice <sep> 0.305271 <sep> Denton, TX, US
ARTRM9Z1187B993845 <sep> Geoff Keezer <sep> 0.309918 <sep> Eau Claire, WI, US
AROL0XG1187B99CBCF <sep> Happy Apple <sep> 0.379728 <sep> Minneapolis, MN, US
ARYPSAQ1187B98C8EE <sep> Don Byron <sep> 0.379164 <sep> New York, NY, US
AR1UW6K1187FB46E33 <sep> Bill Champlin <sep> 0.372281 <sep> Los Angeles, CA, US
ARDC6EL1187FB53CBD <sep> Deke Dickerson <sep> 0.379201 <sep> Columbia, MO, US
ARONT381187B9B07FF <sep> Nice & Smooth <sep> 0.4273 <sep> New York, NY, US
ARPTC8L119B340323E <sep> Chuck Wicks <sep> 0.454264 <sep> Smyrna, DE, US
ARP3B9O1187FB5781A <sep> Chris and Thomas <sep> 0.344219 <sep> Los Angeles, CA, US
ARENMDP11F4C8432EA <sep> Viking Moses <sep> 0.410457 <sep> Las Tunas,Cuba
ARTJ6AE1187B98CCC5 <sep> Sam Amidon <sep> 0.425956 <sep> Vermont
ARQ7DHK1187FB476CC <sep> 7 Angels 7 Plagues <sep> 0.443931 <sep> Milwaukee, WI, US
ARPABFV1187FB47277 <sep> Strongarm <sep> 0.319808 <sep> Pompano Beach, FL, US
ARGWEUW1187FB4ADB5 <sep> Arma Angelus <sep> 0.326489 <sep> Chicago, IL, US
AR0TB7Z1187B9B8769 <sep> Martyr AD <sep> 0.37368 <sep> Minneapolis, MN, US
AR2DMFV1187FB5CA95 <sep> Keely Smith <sep> 0.336519 <sep> Norfolk, VA, US
ARABDVJ1187B9ACC02 <sep> Rednose Distrikt <sep> 0.315408 <sep> Japan
ARJPESM1187B9ACBEE <sep> Kid Sublime <sep> 0.338004 <sep> Amsterdam, North Holland, NL
AR4IYJD1187FB5074C <sep> Pursuit Grooves <sep> 0.370991 <sep> New York, NY, US
AROIX241187FB4D288 <sep> Zardonic <sep> 0.461591 <sep> Barquisimeto, Lara, VE
ARTBIT11187FB4A18D <sep> The Outside Agency <sep> 0.417038 <sep> Goes, Zeeland, NL
ARGSEKR1242077F13A <sep> Future Signal <sep> 0.332513 <sep> Tooting, S.London
ARBPVZI1187B98AAF8 <sep> The Panacea <sep> 0.362848 <sep> Wetzlar,Germany
ARCLZHD1187B995ABE <sep> Universal Project <sep> 0.312728 <sep> London, England, GB
AR3RSX61187FB5CFE3 <sep> Receptor <sep> 0.438143 <sep> New York, NY, US
ARG7DU61187FB4E69D <sep> Los gatos <sep> 0.450504 <sep> Argentina
ARBKIVP1269FCD50FF <sep> Grizzlee <sep> 0.347776 <sep> Downey, CA, US
ARD1U9Z1187B9B98BE <sep> Worship <sep> 0.466164 <sep> Germany
ARRRPDL1187FB4C93A <sep> Hierophant <sep> 0.379982 <sep> San Antonio, TX, US
ARPXPWR1187FB470BD <sep> Bosque <sep> 0.421173 <sep> Guayaquil,Ecuador
ARPU04C1187B99CA56 <sep> Ea <sep> 0.448815 <sep> Niagara Falls
AR8RAVN1187B9B8E4F <sep> Tyranny <sep> 0.400511 <sep> Los Angeles, CA, US
ARUIA4A1187FB3BA92 <sep> Stabat Mater <sep> 0.326382 <sep> Lahti, Paijanne Tavastia, FI
ARF11H81187B99893B <sep> Maeror Tri <sep> 0.378815 <sep> Germany
ARITDW21187B9B38BB <sep> The Fallen <sep> 0.312225 <sep> San Bernardino, CA, US
ARPR6U31187B98ED44 <sep> Beady Belle <sep> 0.440916 <sep> Oslo, Oslo Fylke, NO
ARL9VYF11C8A415491 <sep> Gentleman Auction House <sep> 0.362069 <sep> St. Louis, MO, US
ARXQDNQ11E2835E7AC <sep> Grand Hallway <sep> 0.378457 <sep> Seattle,Washington,United States
ARHLEWP1187B9B9086 <sep> Cecilia Toussaint <sep> 0.423764 <sep> Mexico
ARXQ6YY1187B994A9D <sep> Floorpunch <sep> 0.431667 <sep> New Jersey, US
AR8MUH11187B9B320A <sep> Josephine Collective <sep> 0.334365 <sep> Johnson, KS, US
ARAQHXQ1187B995737 <sep> The Pyramids <sep> 0.431289 <sep> Detroit, MI, US
ARHFE431187FB49B56 <sep> The Awesome Machine <sep> 0.33131 <sep> Nol, Vastra Gotaland, SE
ARY6R2B1187B9920E4 <sep> Iration Steppas <sep> 0.399503 <sep> Leeds, England, GB
ARUUPHP1187FB4F785 <sep> Messer Chups <sep> 0.444784 <sep> St. Petersburg, Saint Petersburg Federal City, RU
ARJN3LP1187FB48791 <sep> Wau Y Los Arrrghs!!! <sep> 0.426968 <sep> Valencia, Valencia, ES
ARKB3VZ1187FB37CD9 <sep> It's Not Not <sep> 0.306929 <sep> Barcelona, Catalonia, ES
ARLZBEQ11E2835CA32 <sep> El Ray <sep> 0.368402 <sep> Copenhagen, Hovedstaden, DK
AR8IML31187FB52A18 <sep> Олег Костров <sep> 0.323287 <sep> Russia
AR6UGTH1187FB3FB43 <sep> Messer für Frau Müller <sep> 0.412931 <sep> Moscow, Moscow Federal City, RU
ARPFXNI1187B9A4C9D <sep> Raymond Scott <sep> 0.325662 <sep> Brooklyn, New York, NY, US
ARYXPWX1187FB480F7 <sep> Red Elvises <sep> 0.435792 <sep> United States
ARV6HQE1187FB43CB6 <sep> Kim & Buran <sep> 0.41064 <sep> Russia
AR790CP1187FB3A8C4 <sep> Tom Chapin <sep> 0.348633 <sep> New York, NY, US
ARM8SE61187B999FAF <sep> Sesame Street <sep> 0.383932 <sep> California, US
ARC1CJB1187B99FCA4 <sep> Laurie Berkner <sep> 0.419367 <sep> New York, NY, US
ARJN6JS1187FB452BF <sep> Elizabeth Mitchell <sep> 0.450496 <sep> New York, NY, US
ARF71PJ1187B98FF42 <sep> Ralph's World <sep> 0.371325 <sep> Illinois, US
ARROPC81187B9B3257 <sep> The Wiggles <sep> 0.466191 <sep> Sydney, New South Wales, AU
ARS371M1187B992F09 <sep> Trout Fishing in America <sep> 0.377831 <sep> Houston, TX, US
ARYG8CZ1187FB570E1 <sep> The Muppets <sep> 0.386368 <sep> Chicago, IL, US
ARULXDM1293C0280DF <sep> Kidz Bop Kids <sep> 0.372743 <sep> New York,New York,United States
ARJS05S1187FB58F3A <sep> SpongeBob SquarePants <sep> 0.506234 <sep> Los Angeles, CA, US
AR925AQ1187FB59CD3 <sep> Bob the Builder <sep> 0.454658 <sep> Fort Wayne, IN, US
ARNJWWX1187FB59D93 <sep> K3 <sep> 0.407922 <sep> Belgium
AR93D1C1187B99B437 <sep> The Jimmies <sep> 0.308975 <sep> Washington, DC, US
AROR0OA1187FB49AF6 <sep> Pokémon <sep> 0.382219 <sep> Racine, WI, US
ARIRMXU1187B9B3A01 <sep> Tom Rothrock <sep> 0.35878 <sep> Los Angeles, CA, US
ARUPCKH124549A3AF0 <sep> Alvin And The Chipmunks <sep> 0.446389 <sep> Grove City, OH, US
ARAHUO31187B997E3C <sep> LazyTown <sep> 0.356554 <sep> Fort Lauderdale, FL, US
ARGLYZK124549A3AEE <sep> Alvin & the Chipmunks <sep> 0.467014 <sep> New York, NY, US
ARIYE2G1187B9AE170 <sep> Crazy Frog <sep> 0.571283 <sep> Sanford, FL, US
ARZ1PTN1187B9967D9 <sep> Gene Autry <sep> 0.349788 <sep> Tioga, TX, US
AR52C2Y1187FB3AC89 <sep> Junkie XL <sep> 0.429006 <sep> Lichtenvoorde, Guelders, NL
ARIVTOC1187FB3FB6A <sep> 666 <sep> 0.461744 <sep> Indonesia
ARDS1E81187FB39487 <sep> Lunatic Calm <sep> 0.36328 <sep> United Kingdom
AR5O73T1187B9A1521 <sep> Interphace <sep> 0.332876 <sep> Borås, Vastra Gotaland, SE
ARQEJKG1187B9AB8EC <sep> Clubraiders <sep> 0.355779 <sep> Italy
AR90GLX1187FB46D79 <sep> Kym Marsh <sep> 0.362802 <sep> Wigan, England, GB
AR5O5SW1187B9ACEC1 <sep> Robson & Jerome <sep> 0.374425 <sep> United Kingdom
AR4TC7E1187B9B2E6A <sep> Fast Food Rockers <sep> 0.335791 <sep> Folkestone, England, GB
AREFNKX1187B991576 <sep> Dan Zanes <sep> 0.413189 <sep> New York, NY, US
ARAJ1XD1187B9AA7E8 <sep> The Terrible Twos <sep> 0.365467 <sep> Lawrence, KS, US
ARG4J2T1187FB3A8B8 <sep> Lori McKenna <sep> 0.446874 <sep> Stoughton, MA, US
ARZOY161187B9B5043 <sep> The Chipmunks <sep> 0.362993 <sep> Blacklick, OH, US
AR821E71187B9AD9A8 <sep> Absurd <sep> 0.409251 <sep> Sondershausen, Thuringia, DE
ARPIGA91187B9ACC80 <sep> L.E.G.A.C.Y. <sep> 0.365631 <sep> Florida, US
AR4IDIV1187FB38E01 <sep> Chaundon <sep> 0.372894 <sep> Bronx, New York, NY, US
ARQ1OPK1187B98B199 <sep> Jin <sep> 0.489817 <sep> Hong Kong
ARFXXF71187B9AB159 <sep> Black Friday '29 <sep> 0.34532 <sep> Germany
AR3GD521187B99E3F6 <sep> KAORI <sep> 0.437675 <sep> Yokohama-shi, Kanagawa Prefecture, JP
ARBJO391187B9A5AC5 <sep> Rita <sep> 0.481715 <sep> Osaka-shi, Osaka Prefecture, JP
ARJJIKO1187B9B5991 <sep> Nao <sep> 0.409716 <sep> Japan
ARAFNLR12AA0D8E318 <sep> Iku <sep> 0.425139 <sep> Hokkaido Region, JP
AR66YL11187B9B9941 <sep> Arik Einstein <sep> 0.370672 <sep> Tel Aviv, Tel Aviv, IL
ARGJJQ81187B99A4BF <sep> Marie <sep> 0.470001 <sep> Munich, Bavaria, DE
ARALAIS11EBCD773CD <sep> CHAPPO <sep> 0.542283 <sep> Brooklyn, New York, NY, US
ARCZB1Z1187FB4970B <sep> Angela McCluskey <sep> 0.44087 <sep> Los Angeles, CA, US
ARJT6XD1187B9A5A07 <sep> Allen Ginsberg <sep> 0.421849 <sep> New Jersey, US
ARUAJ8A1187FB51C24 <sep> Juicy Lucy <sep> 0.369421 <sep> United Kingdom
AR2T20T1187FB519C9 <sep> Les Dudek <sep> 0.381272 <sep> Rhode Island, US
ARAV25Y1187B991503 <sep> Mick Taylor <sep> 0.406928 <sep> Hereford, England, GB
ARXJOEZ11F4C84564E <sep> Tony Sarno <sep> 0.317663 <sep> New England, US
ARTE6941187B98ADEF <sep> Roger Chapman <sep> 0.335157 <sep> Leicester, England, GB
ARBJY8G1187B99392B <sep> Dave Meniketti <sep> 0.414917 <sep> Santa Clara, CA, US
ARN2C4X1187B9B363C <sep> Jack Off Jill <sep> 0.435032 <sep> Fort Lauderdale, FL, US
ARSAAKJ1187B9AEB7B <sep> Snake River Conspiracy <sep> 0.424241 <sep> California, PA, US
ARS8HP31187B99A644 <sep> Münir Nurettin Selçuk <sep> 0.354686 <sep> Turkey
ARGNI8V1187FB42E66 <sep> Bülent Ersoy <sep> 0.462637 <sep> Istanbul, Istanbul, TR
ARVUCJK1187FB40653 <sep> Hakan Altun <sep> 0.456543 <sep> Istanbul, Istanbul, TR
ARM3RWG1187B9B9268 <sep> Kubat <sep> 0.364622 <sep> Turkey
ARJK0ID1187B9A7A02 <sep> Ebru Yaşar <sep> 0.378183 <sep> Istanbul,Turkey
ARFLII81187FB436E6 <sep> David Ryan Harris <sep> 0.358303 <sep> Los Angeles, CA, US
ART7MEI1187B99B8C6 <sep> Lloyd Charmers <sep> 0.335139 <sep> Kingston, Saint Andrew, JM
ARFDIVY1187B9A2B66 <sep> Willy Mason <sep> 0.44898 <sep> New York, NY, US
ARK5PSJ1187B9AE2C5 <sep> Old Man Luedecke <sep> 0.426028 <sep> Halifax, Nova Scotia, CA
ARP003G1187FB3B667 <sep> Bill Madden <sep> 0.32865 <sep> Costa Mesa, CA, US
AR882FG1187B98C746 <sep> Lust of Decay <sep> 0.335352 <sep> Kings Mountain,North Carolina,United States
AROKAHK1187B9B7407 <sep> The Day Everything Became Nothing <sep> 0.385768 <sep> Melbourne, Victoria, AU
AR2Q3TI1187B9AACCB <sep> Waco Jesus <sep> 0.37575 <sep> Eureka,Kansas,United States
ARVBXYG1187B9AC050 <sep> Sikfuk <sep> 0.379304 <sep> Madison, WI, US
AR9RPW61187B9A60B8 <sep> Magic Dirt <sep> 0.34014 <sep> Geelong, Victoria, AU
AR7LVDE1187FB4FA46 <sep> The Panda Band <sep> 0.324647 <sep> Perth, Western Australia, AU
AR3YDM51187B9B66AF <sep> A.Skillz <sep> 0.430858 <sep> Tucson, AZ, US
ARPUYNR1187FB59904 <sep> The Rogue Element <sep> 0.382689 <sep> East London,South Africa
ARM7ZDX1187FB50333 <sep> Melodium <sep> 0.416695 <sep> Angers, Pays de la Loire, FR
AR6TXJT1187B997788 <sep> Diaframma <sep> 0.36455 <sep> Florence,Italy
ARKXR531187B9AC303 <sep> Timoria <sep> 0.347461 <sep> Brescia, Lombardy, IT
ARM443S1187B9AFCF4 <sep> Ulan Bator <sep> 0.389233 <sep> Paris, Ile-de-France, FR
ARJP6YE1187B9ABB28 <sep> Anterrabae <sep> 0.323891 <sep> Long Island, NY, US
AR81V1V1187B98E433 <sep> Iron Monkey <sep> 0.444334 <sep> Nottingham, England, GB
ARDSA1N1187B997F46 <sep> C.O.C.O. <sep> 0.308324 <sep> Chicago, IL, US
ARSXXH11187B9A9903 <sep> Jeanette Biedermann <sep> 0.44664 <sep> Berlin, Berlin, DE
ARFG4ZG1187B9B97A0 <sep> Megan McCauley <sep> 0.355896 <sep> Cleveland, OH, US
AR9YT7211C8A414FA2 <sep> OST <sep> 0.45819 <sep> Birmingham, England, GB
ARMS69O1187B9AEB9E <sep> Everything <sep> 0.415148 <sep> Virginia, US
AROY45P1187FB54E05 <sep> The Blue Hearts <sep> 0.410253 <sep> Tokyo, Tokyo Prefecture, JP
AROWFPX11E2835CB61 <sep> Etc. <sep> 0.436515 <sep> Los Angeles, CA, US
ARVIHVJ1187B9B997B <sep> Bodyslam <sep> 0.519132 <sep> Bangkok, Bangkok, TH
ARXWMXP11F4C83C492 <sep> Retrospect <sep> 0.412763 <sep> Bangkok, Bangkok, TH
ARMFL6B1187B99B04B <sep> Silly Fools <sep> 0.476639 <sep> Bangkok, Bangkok, TH
ARILWTJ1241B9CDC6E <sep> Flure <sep> 0.462484 <sep> Thailand
ARSJT9U1187FB5A26D <sep> Slot Machine <sep> 0.425256 <sep> Bangkok, Bangkok, TH
ARXHHLL1241B9C4F71 <sep> Scrubb <sep> 0.463377 <sep> Bangkok, Bangkok, TH
AREI1U91187B9A0631 <sep> Klear <sep> 0.442379 <sep> Niagara Falls, NY, US
AR856RV1187B98FA6E <sep> Palmy <sep> 0.44677 <sep> Bangkok, Bangkok, TH
AR5FO161187B9BA217 <sep> Zeal <sep> 0.41644 <sep> Thailand
ARWBBSK122BCFCCA7B <sep> Hangman <sep> 0.343795 <sep> Manukau, Hokianga Harbour, Northland, NZ
ARI1PXK1187B9A0064 <sep> Blackhead <sep> 0.358723 <sep> Bangkok,Thailand
ARF8F7M1187FB586B8 <sep> Lula <sep> 0.471956 <sep> Berlin, Berlin, DE
ARXTWJY122988FD961 <sep> Da Endorphine <sep> 0.426508 <sep> Thailand
AREZ0UR1187B9A5857 <sep> Pause <sep> 0.314054 <sep> Greece
AROUOLO1187FB402EE <sep> Kamera <sep> 0.34841 <sep> Stockholm, Stockholm, SE
AR86VFL119B34033E6 <sep> Tattoo Colour <sep> 0.474209 <sep> Bangkok, Bangkok, TH
ARQA8QF1187B9A222C <sep> Armchair <sep> 0.349004 <sep> Bangkok, Bangkok, TH
ARU6Z4H1187B98F167 <sep> Groove Riders <sep> 0.463006 <sep> Bangkok, Bangkok, TH
AR5IKIZ1187B9A526A <sep> Moderndog <sep> 0.435329 <sep> Bangkok, Bangkok, TH
ARITSAA124207833B0 <sep> Calories Blah Blah <sep> 0.304668 <sep> Bangkok, Bangkok, TH
ARRBZZR1187B996AF9 <sep> Cocktail <sep> 0.379637 <sep> Bangkok, Bangkok, TH
ARAYNXN1187B9957CC <sep> Supersub <sep> 0.352487 <sep> Suvarnabhumi International Airport, Nong Prue, Samut Prakan, TH
AR6YCZJ1187B995128 <sep> Man Friday <sep> 0.305252 <sep> Manchester, England, GB
AREBUDK1269FB3238B <sep> The Richman Toy <sep> 0.378268 <sep> Nong Prue,Thailand
AR1932Z1187FB50B25 <sep> Tata Young <sep> 0.43214 <sep> Bangkok, Bangkok, TH
ARCHKFC12420783A79 <sep> Warpaint <sep> 0.494815 <sep> Los Angeles, CA, US
ARQLVPG1257509E8EA <sep> Tamaryn <sep> 0.414584 <sep> San Francisco, CA, US
ARMAFU71187FB587B3 <sep> The Depreciation Guild <sep> 0.438109 <sep> Brooklyn, New York, NY, US
ARBBLKC11EBCD78A21 <sep> Screen Vinyl Image <sep> 0.454984 <sep> Washington, DC, US
ARBAC6F1187FB47331 <sep> A Shoreline Dream <sep> 0.337096 <sep> Denver, CO, US
ARQB90Q1187FB45070 <sep> Malory <sep> 0.406906 <sep> Dresden, Saxony, DE
ARU4JS91187B99DFA7 <sep> elika <sep> 0.32004 <sep> New York, NY, US
AROJSTE1187B99AAB2 <sep> Astrobrite <sep> 0.429671 <sep> Chicago, IL, US
ARQ4BDR1187B99C5AE <sep> Highspire <sep> 0.42188 <sep> New York, US
AR3TX3U1187B9B43C2 <sep> The Sleepover Disaster <sep> 0.365061 <sep> California, US
ARNC3H41187B9A12A9 <sep> The Nightblooms <sep> 0.328012 <sep> Deventer, Overyssel, NL
ARFCJFO1187FB4FE2B <sep> Secret Shine <sep> 0.408554 <sep> Bristol, England, GB
ARDEG0W1187FB4EB6B <sep> Gracia <sep> 0.333274 <sep> Budapest, Budapest, HU
AR0AFBN1187FB46668 <sep> Jeanette <sep> 0.44488 <sep> Spain
ARBOETE1187B9B0503 <sep> Alexander Klaws <sep> 0.379088 <sep> Ahlen, North Rhine-Westphalia, DE
ARK18M91187FB47B6D <sep> Naruto <sep> 0.536942 <sep> Shinjuku-ku, Tokyo, Tokyo Prefecture, JP
AR5GN5V1187FB4D905 <sep> Nexes <sep> 0.311356 <sep> Belgium
ARFJ8QX1187B9A77FB <sep> DJ Mad Dog <sep> 0.419063 <sep> Rome, Lazio, IT
AREK9Z81187B9AC92B <sep> Hound Dog <sep> 0.374825 <sep> Almeria, Andalusia, ES
ARU8V0U1187B99E9AE <sep> Ally Kerr <sep> 0.423675 <sep> Glasgow, Scotland, GB
ARCKV9V1187B9A4D07 <sep> Bana <sep> 0.379454 <sep> Japan
ARZ8UG01187FB41D81 <sep> Andrew Weatherall <sep> 0.39176 <sep> Windsor, England, GB
ARNFQXK1187FB44072 <sep> Syclops <sep> 0.376323 <sep> United Kingdom
ARH9C2Z1187FB4C518 <sep> Scott Hamilton <sep> 0.402998 <sep> Providence, RI, US
ARLKR161187FB50694 <sep> The Dave Brubeck Quartet <sep> 0.457232 <sep> San Francisco, CA, US
AR8S19H1187B99E915 <sep> Bill Evans Trio <sep> 0.415393 <sep> Plainfield, NJ, US
AROSPS51187B9B481F <sep> Vince Guaraldi Trio <sep> 0.403247 <sep> San Francisco, CA, US
ARMQ5O61187FB4766F <sep> Jazz Juice <sep> 0.371837 <sep> Amsterdam, North Holland, NL
AR083KA1187FB3EACE <sep> [re:jazz] <sep> 0.436653 <sep> Frankfurt, Hesse, DE
ARVGZ4H1187FB5BF28 <sep> Energie Du Verre <sep> 0.330432 <sep> Hamburg,Germany
ARH3GNZ1187B9972B0 <sep> Build An Ark <sep> 0.381361 <sep> Los Angeles, CA, US
ARMEXUV1187B9B4CD7 <sep> Now It's Overhead <sep> 0.404412 <sep> Athens, Attica, GR
AR5IRF11187FB5494B <sep> Art in Manila <sep> 0.381451 <sep> Omaha, NE, US
ARV8DLF1187B9A4C7C <sep> Mighty Clouds of Joy <sep> 0.374395 <sep> Los Angeles, CA, US
ARWH79C1187FB4F4C4 <sep> DeWayne Woods <sep> 0.42728 <sep> Chicago, IL, US
ARR8O861187B9988BB <sep> The Canton Spirituals <sep> 0.418194 <sep> Canton, OH, US
ARVP7N81187B98B8D6 <sep> The Kinleys <sep> 0.349254 <sep> Philadelphia, PA, US
ARBLM481187FB493B1 <sep> Koan <sep> 0.427451 <sep> British Columbia, CA
ARCVHZE126A031DEF7 <sep> New Politics <sep> 0.379013 <sep> United States
ARHQQFZ11FF10D8506 <sep> Crash Kings <sep> 0.373007 <sep> Los Angeles, CA, US
ARVTYR01187FB500EE <sep> Eddy Current Suppression Ring <sep> 0.464038 <sep> Melbourne, Victoria, AU
AR7FGS11187B99195B <sep> Witch Hats <sep> 0.426967 <sep> Melbourne, Victoria, AU
ARCXZTQ11F4C84298D <sep> Unnatural Helpers <sep> 0.394344 <sep> Seattle, WA, US
ARLIUAE1187FB47999 <sep> The Drones <sep> 0.438956 <sep> Perth, Western Australia, AU
